1. area id: ben_4_1, name: Ouèdèmè, dhis2_id: BtSE2wNU8VA
1. area id: ben_4_356, name: Houedome, dhis2_id: HwqXVLRyYko
1. area id: ben_4_357, name: Za-Tanta, dhis2_id: yOJiXsNczDp
1. area id: ben_4_358, name: Za-Kpota (Ar), dhis2_id: iYYqwVuNi2C
1. area id: ben_4_359, name: Houedo Aguekon, dhis2_id: UCn5FY46t0U
1. area id: ben_4_360, name: Malanhoui, dhis2_id: dc4cIKOkCci
1. area id: ben_4_361, name: Malanville (Ar), dhis2_id: VhnYgVANK8V
1. area id: ben_4_362, name: Sikki, dhis2_id: ci6or0Rhep5
1. area id: ben_4_363, name: Coussi, dhis2_id: U3LHg4PCrg1
1. area id: ben_4_364, name: Honvie, dhis2_id: QphMttTVzju
1. area id: ben_4_365, name: Manigri, dhis2_id: giey12SEf5H
1. area id: ben_4_366, name: Lèma, dhis2_id: xYR6xC772dL
1. area id: ben_4_367, name: Houédogli, dhis2_id: CQrJrbx0pxW
1. area id: ben_4_368, name: Zagnanado, dhis2_id: iLEW5yViBCJ
1. area id: ben_4_369, name: Houin, dhis2_id: wUlqpVYKGUj
1. area id: ben_4_370, name: Libante, dhis2_id: Pji51LuVjPA
1. area id: ben_4_371, name: Liboussou, dhis2_id: E7fqeQeKVUo
1. area id: ben_4_372, name: Lissazounme, dhis2_id: Mm0ejdYgTer
1. area id: ben_4_373, name: Lissegazoun, dhis2_id: LRiQA6n9EHw
1. area id: ben_4_374, name: Lissezoun, dhis2_id: dr20UwwX8mK
1. area id: ben_4_375, name: Affame, dhis2_id: YVFhnIIknaS
1. area id: ben_4_376, name: Lobogo, dhis2_id: lSzd5AsKFRs
1. area id: ben_4_377, name: Ze, dhis2_id: JZfsQc9sLrM
1. area id: ben_4_378, name: Logozohè, dhis2_id: ehsoBs3Yi9h
1. area id: ben_4_379, name: Lokogba, dhis2_id: OS4arszz4y2
1. area id: ben_4_380, name: Lokogohoué, dhis2_id: vhKwkjLAtM6
1. area id: ben_4_381, name: Houngomè, dhis2_id: Smn7cQcsv3d
1. area id: ben_4_382, name: Lokossa (Ar), dhis2_id: mLsp4kLiAjq
1. area id: ben_4_383, name: Zalli, dhis2_id: t5QMVQhtRmR
1. area id: ben_4_384, name: Lon-Agonmey, dhis2_id: RUfxbGJkJrE
1. area id: ben_4_385, name: Lonkly, dhis2_id: gGp0xOA6YZ2
1. area id: ben_4_386, name: Houinvigue, dhis2_id: ekB1XZAmdyo
1. area id: ben_4_387, name: Lougba, dhis2_id: WSHHtLhXxxC
1. area id: ben_4_388, name: Houin, dhis2_id: LrnBcV3yaew
1. area id: ben_4_389, name: Lougou, dhis2_id: y70DazE6wgh
1. area id: ben_4_390, name: Honton, dhis2_id: Dl1Ttzsl9Sf
1. area id: ben_4_391, name: Soclogbo, dhis2_id: pSGANfRkhVG
1. area id: ben_4_392, name: Zoungame, dhis2_id: l9jqEKLOsV2
1. area id: ben_4_393, name: 6ème Arrond Cot, dhis2_id: xhRf7dPZDAG
1. area id: ben_4_394, name: 7ème Arrond Cot, dhis2_id: AktwBReFnsK
1. area id: ben_4_395, name: 8ème Arrond Cot, dhis2_id: RZhS08fcc0Q
1. area id: ben_4_396, name: 9ème Arrond Cot, dhis2_id: m4GtIAGvHSk
1. area id: ben_4_397, name: Kouandata, dhis2_id: KSdNslp5BBx
1. area id: ben_4_398, name: Kouande (Ar), dhis2_id: IbpGgb9gBBr
1. area id: ben_4_399, name: Komde, dhis2_id: GpobWM5C800
1. area id: ben_4_400, name: Zounzounme, dhis2_id: GVnnr2c6rI0
1. area id: ben_4_401, name: Kouarfa, dhis2_id: E5rNiDsxQaw
1. area id: ben_4_402, name: Kolokondé, dhis2_id: ifCiEHN8Dq5
1. area id: ben_4_403, name: Kokohoué, dhis2_id: BGxtVpIGLUV
1. area id: ben_4_404, name: Koko, dhis2_id: gRXiy5bZb8H
1. area id: ben_4_405, name: Kokibourou, dhis2_id: WAapkGZKFMP
1. area id: ben_4_406, name: Koudo, dhis2_id: NvMNmkoK6Rq
1. area id: ben_4_407, name: Kokey, dhis2_id: MiCezEvl0eA
1. area id: ben_4_408, name: Kode, dhis2_id: ghaeMwbp1Vw
1. area id: ben_4_409, name: Ko-Koumolou, dhis2_id: iWkMC1rCzBB
1. area id: ben_4_410, name: Klouékanmè (Ar), dhis2_id: bf57IiF5bCU
1. area id: ben_4_411, name: Koundokpoe, dhis2_id: ufNZcS2l5aC
1. area id: ben_4_412, name: 5ème Arrond Porto, dhis2_id: IFwQzr1xVqm
1. area id: ben_4_413, name: Kountori, dhis2_id: IIIDsME6DWj
1. area id: ben_4_414, name: 5ème Arrond Cot, dhis2_id: NKEfOGk5tW2
1. area id: ben_4_415, name: 4ème Arrond Cot, dhis2_id: uMKkgeeSmt1
1. area id: ben_4_416, name: Korontière, dhis2_id: Q3hn5erJPJn
1. area id: ben_4_417, name: Kossoucoingou, dhis2_id: Y6NI0OyCC9n
1. area id: ben_4_418, name:  Djougou I, dhis2_id: AKHUgj34AuC
1. area id: ben_4_419, name: Kotopounga, dhis2_id: qZl5ajyXJpX
1. area id: ben_4_420, name: Kouaba, dhis2_id: KxYks8kSy4m
1. area id: ben_4_421, name: Kompa, dhis2_id: nlxZssLkpxi
1. area id: ben_4_422, name: 10ème Arrond Cot, dhis2_id: xu9jpGpVx7R
1. area id: ben_4_423, name: 11ème Arrond Cot, dhis2_id: iplwOU2ddOc
1. area id: ben_4_424, name: 12ème Arrond Cot, dhis2_id: tuHNBtACmWe
1. area id: ben_4_425, name: 13ème Arrond Cot, dhis2_id: El2NzUiEKwF
1. area id: ben_4_426, name: 1er Arrond Cot, dhis2_id: KFCiMvnOUyV
1. area id: ben_4_427, name: 1er Arrond Pkou, dhis2_id: yuI21a95zMb
1. area id: ben_4_428, name: 1er Arrond Porto, dhis2_id: nAXq3NOwr2b
1. area id: ben_4_429, name: 2ème Arrond Cot, dhis2_id: ykh3q9gKa8J
1. area id: ben_4_430, name: 2ème Arrond Pkou, dhis2_id: swkB5tacqPU
1. area id: ben_4_431, name: 2ème Arrond Porto, dhis2_id: jaQJioI1mPa
1. area id: ben_4_432, name: 3ème Arrond Cot, dhis2_id: OjySYko1jhe
1. area id: ben_4_433, name: 3ème Arrond Pkou, dhis2_id: zIGccPmHqwf
1. area id: ben_4_434, name: 3ème Arrond Porto, dhis2_id: j6m9064mDQc
1. area id: ben_4_435, name: 4ème Arrond Porto, dhis2_id: ppczYiEgQ6g
1. area id: ben_4_436, name: Adja-Ouèrè (Ar), dhis2_id: GDO9NEbeABf
1. area id: ben_4_437, name: Kissamey, dhis2_id: z07temySH9b
1. area id: ben_4_438, name: Kinkinhoue, dhis2_id: yGLB0gZe9On
1. area id: ben_4_439, name: Kpataba, dhis2_id: KuLERX6Nivu
1. area id: ben_4_440, name: Kalale (Ar), dhis2_id: ZFjA2vo6ZSU
1. area id: ben_4_441, name: Kpebie, dhis2_id: kTZMgQhIcIu
1. area id: ben_4_442, name: Kpedekpe, dhis2_id: BYJ0B0ITzjZ
1. area id: ben_4_443, name: Kaboua, dhis2_id: K5ovmKTMhhz
1. area id: ben_4_444, name: Bétoumey, dhis2_id: Z6z1U53HBqO
1. area id: ben_4_445, name: Kpingni, dhis2_id: cXhDtwR4v3F
1. area id: ben_4_446, name: Zoungbonou, dhis2_id: Y09RTAn50ZF
1. area id: ben_4_447, name: Kpinou, dhis2_id: UOWmv4qizK3
1. area id: ben_4_448, name: Adanhondjigon, dhis2_id: qqjFSdvh1Vj
1. area id: ben_4_449, name: Kpoba, dhis2_id: ZFlmAbB5mH3
1. area id: ben_4_450, name: Ita-Djebou, dhis2_id: cqGZ9lUfZLe
1. area id: ben_4_451, name: Issaba, dhis2_id: HTiE9CEY5zo
1. area id: ben_4_452, name: Zoungbome, dhis2_id: LqdpouK0GFI
1. area id: ben_4_453, name: Kpokissa, dhis2_id: VOFRfIMWMtT
1. area id: ben_4_454, name: Adido, dhis2_id: gxtF9J1ZzZo
1. area id: ben_4_455, name: So Ava, dhis2_id: CFkZ0TFkfvd
1. area id: ben_4_456, name: Adingningon, dhis2_id: KtYQfbOThev
1. area id: ben_4_457, name: Brignamaro (Arr), dhis2_id: Q4LH4iC92VO
1. area id: ben_4_458, name: Zoungoudo, dhis2_id: iqnGegWmSE5
1. area id: ben_4_459, name: Kinta, dhis2_id: d5LokGq6zMV
1. area id: ben_4_460, name: Kandi I, dhis2_id: POjweecWa5a
1. area id: ben_4_461, name: Kandi II, dhis2_id: wAn5IgKYe7R
1. area id: ben_4_462, name: Koussoukpa, dhis2_id: WwUzclSRzja
1. area id: ben_4_463, name: Kilibo, dhis2_id: b6cF0Eeat2T
1. area id: ben_4_464, name: Kika, dhis2_id: yb27eeSpIq9
1. area id: ben_4_465, name: Kouti, dhis2_id: OKb7qxIOE1z
1. area id: ben_4_466, name: Abomey-Calavi (Ar), dhis2_id: X4fEclbK795
1. area id: ben_4_467, name: Kessounou, dhis2_id: He60OiP59Pa
1. area id: ben_4_468, name: Kere, dhis2_id: j21uurjf4BY
1. area id: ben_4_469, name: Kemon, dhis2_id: M7x5O2ucQ2m
1. area id: ben_4_470, name: Katagon, dhis2_id: FlZysePAld2
1. area id: ben_4_471, name: Kassakou, dhis2_id: CUIszGtooyR
1. area id: ben_4_472, name: Karimama (Ar), dhis2_id: ZHI97s83ebt
1. area id: ben_4_473, name: Kpakpame, dhis2_id: CphLcj70BwY
1. area id: ben_4_474, name: Kaobagou, dhis2_id: y4Q9wG4Ofpy
1. area id: ben_4_475, name: Kpakpaza, dhis2_id: vKo7VvlCdOq
1. area id: ben_4_476, name: Kpane Guea (Ar), dhis2_id: BpZ0YCMoW2K
1. area id: ben_4_477, name: Kpankou, dhis2_id: u9nZ7UqQQ0z
1. area id: ben_4_478, name: Zoungue, dhis2_id: iyHahc3w0Kn
1. area id: ben_4_479, name: Kpanroun, dhis2_id: PFvZl0APm7D
1. area id: ben_4_480, name: Kandi III, dhis2_id: H9TFYlEd38r
1. area id: ben_4_481, name: Adakplame, dhis2_id: nIvWzwpx1j3
1. area id: ben_4_482, name: Agbangnizoun, dhis2_id: z26fVOkm9vX
1. area id: ben_4_483, name: Cobly, dhis2_id: iat5aSf2FFr
1. area id: ben_4_484, name: Challa-Ogoi, dhis2_id: kMm449WWpId
1. area id: ben_4_485, name: Gounli, dhis2_id: SmGabduxa1m
1. area id: ben_4_486, name: Missinko, dhis2_id: NiMn7vAtkt2
1. area id: ben_4_487, name: Agonkanmey, dhis2_id: JIm1pikSR7L
1. area id: ben_4_488, name: Manta, dhis2_id: acP13Jd5YR6
1. area id: ben_4_489, name: Bouca (Ar), dhis2_id: dv6xa8F0xcx
1. area id: ben_4_490, name: Grand-Popo (Ar), dhis2_id: NZA3EzYTWA8
1. area id: ben_4_491, name: Sori, dhis2_id: ELLcbuWMr0Q
1. area id: ben_4_492, name: Guene, dhis2_id: C0ixXCr5NVT
1. area id: ben_4_493, name: Hevie, dhis2_id: fOxFKWoNBX6
1. area id: ben_4_494, name: Agblagandan, dhis2_id: rmgZ0jBZEpQ
1. area id: ben_4_495, name: Agongointo, dhis2_id: BjNonVeN0p7
1. area id: ben_4_496, name: Sontou, dhis2_id: mTQYMB6NQwE
1. area id: ben_4_497, name: Sokotindji, dhis2_id: NckjHZhS53O
1. area id: ben_4_498, name: Bouanri, dhis2_id: oFe8M5zkl3R
1. area id: ben_4_499, name: Agbokpa, dhis2_id: A12wPTEQoSp
1. area id: ben_4_500, name: Sonsoro, dhis2_id: xDLft7uV5I1
1. area id: ben_4_501, name: Chabi-Couma, dhis2_id: kmBRk27aXq9
1. area id: ben_4_502, name: Soli, dhis2_id: DZ0riTeeDcF
1. area id: ben_4_503, name: Sokponta, dhis2_id: IiqOzsf2p0t
1. area id: ben_4_504, name: Yegodoé, dhis2_id: Ryt5T9lRZ7P
1. area id: ben_4_505, name: Agbodji, dhis2_id: SmFk4Ni2OtJ
1. area id: ben_4_506, name: Guinagourou, dhis2_id: NxMuvUuintr
1. area id: ben_4_507, name: Bohicon II, dhis2_id: yEzYAS8jpF2
1. area id: ben_4_508, name: Cr Aglogbe, dhis2_id: VavKGCInOtX
1. area id: ben_4_509, name: Agondji, dhis2_id: pdE59rxf84u
1. area id: ben_4_510, name: Guilmaro, dhis2_id: KiH4b8LNCPN
1. area id: ben_4_511, name: Boni, dhis2_id: LUPbsymlhs0
1. area id: ben_4_512, name: Bogo-Bogo, dhis2_id: FKmvlufHPki
1. area id: ben_4_513, name: Sokouhoué, dhis2_id: B0upGT6nKrc
1. area id: ben_4_514, name: Bonou (Ar), dhis2_id: b8HTorETsfu
1. area id: ben_4_515, name: Somperekou, dhis2_id: w3Rup45IzJX
1. area id: ben_4_516, name: Bohicon I, dhis2_id: aU9hFsDIudN
1. area id: ben_4_517, name: Agonli-Houegbo, dhis2_id: eegqPbJbj0L
1. area id: ben_4_518, name: Bori, dhis2_id: O1En5k6jr1z
1. area id: ben_4_519, name: Gounarou, dhis2_id: zfZHYgfAJtM
1. area id: ben_4_520, name: Agbanou, dhis2_id: Ba9NEtMAQR0
1. area id: ben_4_521, name: Gome-Sota, dhis2_id: DCu2z4QzJQz
1. area id: ben_4_522, name: Gomparou, dhis2_id: RDlXiEIpye8
1. area id: ben_4_523, name: Honhoué, dhis2_id: HinpzV7gfGU
1. area id: ben_4_524, name: Hondjin, dhis2_id: MwTzV0U7gnh
1. area id: ben_4_525, name: Masse, dhis2_id: me8s3HHY3UF
1. area id: ben_4_526, name: Bopa (Ar), dhis2_id: LcPwGamdJ4f
1. area id: ben_4_527, name: N'Dali (Ar), dhis2_id: ibC6mevH8e9
1. area id: ben_4_528, name: Agbanto, dhis2_id: J21IkV5KyBO
1. area id: ben_4_529, name: N'Dahonta, dhis2_id: FzRwXIH7KOC
1. area id: ben_4_530, name: Goro, dhis2_id: Cf9Jya3UDNL
1. area id: ben_4_531, name: Yokpo, dhis2_id: f8QVwd97CfW
1. area id: ben_4_532, name: Matéri (Ar), dhis2_id: WDIPDKqCF90
1. area id: ben_4_533, name: Hlassamè, dhis2_id: XWZL7Vtw8RM
1. area id: ben_4_534, name: Mougnon, dhis2_id: a7EjODI8buB
1. area id: ben_4_535, name: Massi, dhis2_id: JO0fwUnjPWW
1. area id: ben_4_536, name: Monsourou, dhis2_id: YF6yNS4weUT
1. area id: ben_4_537, name: Gouka, dhis2_id: kAKlzRHRNM1
1. area id: ben_4_538, name: Hinvi, dhis2_id: BBXzFKomA7g
1. area id: ben_4_539, name: Gouande, dhis2_id: WqlOOo7OPYt
1. area id: ben_4_540, name: Monkpa, dhis2_id: USSZbWNMW4B
1. area id: ben_4_541, name: Yoko, dhis2_id: KNTeEgIqZ0m
1. area id: ben_4_542, name: Goumori, dhis2_id: YTn2wva3dRS
1. area id: ben_4_543, name: Mededjonou, dhis2_id: k3ue3Uyed5E
1. area id: ben_4_544, name: Monsey, dhis2_id: oY4Xw0396Fd
