facility_id,facility_name,parent_area_id,lat,long,type,area_sort_order
ben_6_3569,Atrokpo-Codji,ben_4_96,,,health facility,
ben_6_3570,Avegame (Atomé),ben_4_129,,,health facility,
ben_6_3571,Avegame (Yegodoé),ben_4_504,,,health facility,
ben_6_3572,Aveganme,ben_4_263,,,health facility,
ben_6_3573,Avegodo,ben_4_188,,,health facility,
ben_6_3574,Avegodoe,ben_4_390,,,health facility,
ben_6_3575,Avegodoe,ben_4_284,,,health facility,
ben_6_3576,Avegodoui,ben_4_223,,,health facility,
ben_6_3577,Avetuime,ben_4_223,,,health facility,
ben_6_3578,Avissa,ben_4_271,,,health facility,
ben_6_3579,Avedjin,ben_4_88,,,health facility,
ben_6_3580,Avlame,ben_4_279,,,health facility,
ben_6_3581,Avlekete,ben_4_247,,,health facility,
ben_6_3582,Avlo,ben_4_124,,,health facility,
ben_6_3583,Avloh Plage,ben_4_124,,,health facility,
ben_6_3584,Avlékété,ben_4_414,,,health facility,
ben_6_3585,Avléssa,ben_4_245,,,health facility,
ben_6_3586,Avlézounmey,ben_4_71,,,health facility,
ben_6_3587,Avodjihoue,ben_4_513,,,health facility,
ben_6_3588,Avogniko,ben_4_479,,,health facility,
ben_6_3589,Avokanzoun,ben_4_509,,,health facility,
ben_6_3590,Avlankanme,ben_4_242,,,health facility,
ben_6_3591,Atouhonou,ben_4_373,,,health facility,
ben_6_3592,Avedji,ben_4_447,,,health facility,
ben_6_3593,Avavi,ben_4_279,,,health facility,
ben_6_3594,Attah,ben_4_145,,,health facility,
ben_6_3595,Attakè I,ben_4_431,,,health facility,
ben_6_3596,Attakè II,ben_4_431,,,health facility,
ben_6_3597,Attan Onibedji,ben_4_450,,,health facility,
ben_6_3598,Attessè,ben_4_443,,,health facility,
ben_6_3599,Attogbo,ben_4_475,,,health facility,
ben_6_3600,Attogon Centre,ben_4_91,,,health facility,
ben_6_3601,Attogouin,ben_4_12,,,health facility,
ben_6_3602,Attohoue,ben_4_215,,,health facility,
ben_6_3603,Avazounkpa,ben_4_274,,,health facility,
ben_6_3604,Attotinga,ben_4_520,,,health facility,
ben_6_3605,Avagbe,ben_4_479,,,health facility,
ben_6_3606,Avakpa Centre,ben_4_163,,,health facility,
ben_6_3607,Avakpa Tokpa,ben_4_434,,,health facility,
ben_6_3608,Avali,ben_4_482,,,health facility,
ben_6_3609,Avaligbo,ben_4_75,,,health facility,
ben_6_3610,Avame Centre (Gbato),ben_4_169,,,health facility,
ben_6_3611,Avanankanme,ben_4_453,,,health facility,
ben_6_3612,Avankamey,ben_4_91,,,health facility,
ben_6_3613,Avassa Bagoro Agbokome,ben_4_428,,,health facility,
ben_6_3614,Augustingon,ben_4_391,,,health facility,
ben_6_3615,Assogbenou Kpevi,ben_4_487,,,health facility,
ben_6_3616,Babarou,ben_4_239,,,health facility,
ben_6_3617,Badekparou,ben_4_135,,,health facility,
ben_6_3618,Berouyarou,ben_4_427,,,health facility,
ben_6_3619,Bessassi,ben_4_440,,,health facility,
ben_6_3620,Bessassi Gando,ben_4_440,,,health facility,
ben_6_3621,Besse Ayede,ben_4_196,,,health facility,
ben_6_3622,Besse-Owode,ben_4_38,,,health facility,
ben_6_3623,Bessétonou,ben_4_143,,,health facility,
ben_6_3624,Betekoukou,ben_4_50,,,health facility,
ben_6_3625,Beterou,ben_4_41,,,health facility,
ben_6_3626,Bethel,ben_4_272,,,health facility,
ben_6_3627,Betou,ben_4_291,,,health facility,
ben_6_3628,Betoumey,ben_4_444,,,health facility,
ben_6_3629,Betta,ben_4_98,,,health facility,
ben_6_3630,Biguina Akpassa,ben_4_267,,,health facility,
ben_6_3631,Biguina Holoudè,ben_4_267,,,health facility,
ben_6_3632,Biguina Tosso,ben_4_267,,,health facility,
ben_6_3633,Bikongou,ben_4_203,,,health facility,
ben_6_3634,Binassi,ben_4_128,,,health facility,
ben_6_3635,Binga,ben_4_489,,,health facility,
ben_6_3636,Binga,ben_4_330,,,health facility,
ben_6_3637,Beroubouay Peulh,ben_4_49,,,health facility,
ben_6_3638,Beroubouay Ouest,ben_4_49,,,health facility,
ben_6_3639,Beroubouay Est,ben_4_49,,,health facility,
ben_6_3640,Berekossou,ben_4_457,,,health facility,
ben_6_3641,Batoulou Mounla,ben_4_21,,,health facility,
ben_6_3642,Bawekanmey,ben_4_136,,,health facility,
ben_6_3643,Bayakou,ben_4_229,,,health facility,
ben_6_3644,Bayekpa,ben_4_216,,,health facility,
ben_6_3645,"Be'Mbe,I",ben_4_190,,,health facility,
ben_6_3646,"Be'Mbe,Ii",ben_4_190,,,health facility,
ben_6_3647,Bedari,ben_4_32,,,health facility,
ben_6_3648,Beket,ben_4_68,,,health facility,
ben_6_3649,Beket-Bourame,ben_4_398,,,health facility,
ben_6_3650,Bio-Sika,ben_4_518,,,health facility,
ben_6_3651,Beket-Gah,ben_4_68,,,health facility,
ben_6_3652,Bellefoungou,ben_4_256,,,health facility,
ben_6_3653,Bellè,ben_4_80,,,health facility,
ben_6_3654,Bembemreke-Est,ben_4_251,,,health facility,
ben_6_3655,Bembereke-Ouest,ben_4_251,,,health facility,
ben_6_3656,Bembereke-Peulh,ben_4_251,,,health facility,
ben_6_3657,Bensekou,ben_4_46,,,health facility,
ben_6_3658,Beotchi,ben_4_266,,,health facility,
ben_6_3659,Berecingou,ben_4_72,,,health facility,
ben_6_3660,Bereke,ben_4_32,,,health facility,
ben_6_3661,Beket-Peulh,ben_4_398,,,health facility,
ben_6_3662,Bipotoko,ben_4_333,,,health facility,
ben_6_3663,Birni Lafia,ben_4_144,,,health facility,
ben_6_3664,Birni Maro,ben_4_4,,,health facility,
ben_6_3665,Bodérou-Peulh,ben_4_203,,,health facility,
ben_6_3666,Bofere-Kpebie,ben_4_441,,,health facility,
ben_6_3667,Bofounou-Peulh,ben_4_59,,,health facility,
ben_6_3668,Bognongon,ben_4_324,,,health facility,
ben_6_3669,Bogo-Bogo,ben_4_512,,,health facility,
ben_6_3670,Bogodori,ben_4_244,,,health facility,
ben_6_3671,Bogoun,ben_4_391,,,health facility,
ben_6_3672,Bohokou,ben_4_98,,,health facility,
ben_6_3673,Bohomdo,ben_4_219,,,health facility,
ben_6_3674,Bodji,ben_4_282,,,health facility,
ben_6_3675,Bohoue,ben_4_15,,,health facility,
ben_6_3676,Boko,ben_4_37,,,health facility,
ben_6_3677,Boko Gourou,ben_4_518,,,health facility,
ben_6_3678,Bokobouekou,ben_4_49,,,health facility,
ben_6_3679,Bokousso,ben_4_168,,,health facility,
ben_6_3680,Bolame,ben_4_233,,,health facility,
ben_6_3681,Bolime,ben_4_146,,,health facility,
ben_6_3682,Bolli,ben_4_151,,,health facility,
ben_6_3683,Bolorounfe,ben_4_108,,,health facility,
ben_6_3684,Bom-Bom,ben_4_5,,,health facility,
ben_6_3685,Boiffo,ben_4_492,,,health facility,
ben_6_3686,Batoulou,ben_4_21,,,health facility,
ben_6_3687,Bodjecali,ben_4_361,,,health facility,
ben_6_3688,Boderou,ben_4_203,,,health facility,
ben_6_3689,Birni-Kankoulka,ben_4_4,,,health facility,
ben_6_3690,Birni-Pebirou,ben_4_4,,,health facility,
ben_6_3691,Biro,ben_4_142,,,health facility,
ben_6_3692,Bissinra,ben_4_63,,,health facility,
ben_6_3693,Bissétougou,ben_4_219,,,health facility,
ben_6_3694,Bite Djami,ben_4_498,,,health facility,
ben_6_3695,Blaisegon,ben_4_391,,,health facility,
ben_6_3696,Blehouan,ben_4_230,,,health facility,
ben_6_3697,Bloblo,ben_4_43,,,health facility,
ben_6_3698,Bodi,ben_4_229,,,health facility,
ben_6_3699,Boa,ben_4_54,,,health facility,
ben_6_3700,Bobe,ben_4_133,,,health facility,
ben_6_3701,Bobena,ben_4_370,,,health facility,
ben_6_3702,Bobena Gando,ben_4_440,,,health facility,
ben_6_3703,Bobene Peulh,ben_4_440,,,health facility,
ben_6_3704,Bocohoue,ben_4_447,,,health facility,
ben_6_3705,Boconon-Gon,ben_4_8,,,health facility,
ben_6_3706,Bocoro,ben_4_89,,,health facility,
ben_6_3707,Bocossi Tokpa,ben_4_414,,,health facility,
ben_6_3708,Bocovi-Tchaka,ben_4_508,,,health facility,
ben_6_3709,Boa Gando Centre,ben_4_54,,,health facility,
ben_6_3710,Batitamou,ben_4_187,,,health facility,
ben_6_3711,Batin,ben_4_221,,,health facility,
ben_6_3712,Batia,ben_4_283,,,health facility,
ben_6_3713,Bako,ben_4_443,,,health facility,
ben_6_3714,Bakou,ben_4_127,,,health facility,
ben_6_3715,Bakounourou,ben_4_430,,,health facility,
ben_6_3716,Bakoussarou,ben_4_333,,,health facility,
ben_6_3717,Bakpara,ben_4_480,,,health facility,
ben_6_3718,Bakperou,ben_4_427,,,health facility,
ben_6_3719,Bakpogandji,ben_4_199,,,health facility,
ben_6_3720,Bame (Agonli-Houegbo),ben_4_517,,,health facility,
ben_6_3721,Bame (Logozohè),ben_4_378,,,health facility,
ben_6_3722,Bakinkoura,ben_4_427,,,health facility,
ben_6_3723,Bamisso,ben_4_5,,,health facility,
ben_6_3724,Bana,ben_4_195,,,health facility,
ben_6_3725,Banagbansso,ben_4_295,,,health facility,
ben_6_3726,Bandessar,ben_4_276,,,health facility,
ben_6_3727,Bandetchouri,ben_4_276,,,health facility,
ben_6_3728,Banhoun,ben_4_527,,,health facility,
ben_6_3729,Banhoun-Kpo,ben_4_120,,,health facility,
ben_6_3730,Bani Peulh,ben_4_496,,,health facility,
ben_6_3731,Banigbe,ben_4_196,,,health facility,
ben_6_3732,Banigbe (Akofodjoulé),ben_4_50,,,health facility,
ben_6_3733,Bampora,ben_4_244,,,health facility,
ben_6_3734,Banigbe (Lalo),ben_4_207,,,health facility,
ben_6_3735,Bakema,ben_4_445,,,health facility,
ben_6_3736,Baka-Gando,ben_4_506,,,health facility,
ben_6_3737,Badjame,ben_4_385,,,health facility,
ben_6_3738,Badjoude,ben_4_219,,,health facility,
ben_6_3739,Badou,ben_4_70,,,health facility,
ben_6_3740,Badovita,ben_4_90,,,health facility,
ben_6_3741,Baffa,ben_4_32,,,health facility,
ben_6_3742,Bagai,ben_4_295,,,health facility,
ben_6_3743,Bagapodi,ben_4_483,,,health facility,
ben_6_3744,Bagapodi,ben_4_483,,,health facility,
ben_6_3745,Bagaria,ben_4_54,,,health facility,
ben_6_3746,Bakanmè,ben_4_236,,,health facility,
ben_6_3747,Bagon,ben_4_323,,,health facility,
ben_6_3748,Bagou-Sinkparou,ben_4_70,,,health facility,
ben_6_3749,Bagou-Yagbo,ben_4_70,,,health facility,
ben_6_3750,Bagoudoukparou,ben_4_251,,,health facility,
ben_6_3751,Bagre-Tamou,ben_4_419,,,health facility,
ben_6_3752,Bagri,ben_4_106,,,health facility,
ben_6_3753,Bah Maman Boni,ben_4_135,,,health facility,
ben_6_3754,Bah Mora,ben_4_430,,,health facility,
ben_6_3755,Bahoun,ben_4_539,,,health facility,
ben_6_3756,Baka ,ben_4_430,,,health facility,
ben_6_3757,Bagou Peulh,ben_4_70,,,health facility,
ben_6_3758,Badazouin,ben_4_165,,,health facility,
ben_6_3759,Banigbe Poto Poto,ben_4_22,,,health facility,
ben_6_3760,Banigbé Nagot,ben_4_208,,,health facility,
ben_6_3761,Barapape,ben_4_21,,,health facility,
ben_6_3762,Barerou,ben_4_157,,,health facility,
ben_6_3763,Bari,ben_4_402,,,health facility,
ben_6_3764,Barienou,ben_4_170,,,health facility,
ben_6_3765,Barkedje,ben_4_121,,,health facility,
ben_6_3766,Barkegue,ben_4_441,,,health facility,
ben_6_3767,Barkèdjè,ben_4_80,,,health facility,
ben_6_3768,Barro,ben_4_8,,,health facility,
ben_6_3769,Barèi-Saoupèhoun,ben_4_276,,,health facility,
ben_6_3770,Baragana,ben_4_440,,,health facility,
ben_6_3771,Barèi-Vaaha,ben_4_276,,,health facility,
ben_6_3772,Bassila Abiguédou,ben_4_267,,,health facility,
ben_6_3773,Bassila Allan,ben_4_267,,,health facility,
ben_6_3774,Bassila Bakabaka,ben_4_267,,,health facility,
ben_6_3775,Bassilou,ben_4_398,,,health facility,
ben_6_3776,Basso Centre,ben_4_295,,,health facility,
ben_6_3777,Basson,ben_4_153,,,health facility,
ben_6_3778,Batazi,ben_4_241,,,health facility,
ben_6_3779,Batenin,ben_4_147,,,health facility,
ben_6_3780,Bathoto,ben_4_273,,,health facility,
ben_6_3781,Bassala,ben_4_148,,,health facility,
ben_6_3782,Banigbé Gare,ben_4_208,,,health facility,
ben_6_3783,Baparapéï,ben_4_246,,,health facility,
ben_6_3784,Baoure,ben_4_105,,,health facility,
ben_6_3785,Banigoure,ben_4_70,,,health facility,
ben_6_3786,Banigourou,ben_4_506,,,health facility,
ben_6_3787,Banigourou,ben_4_461,,,health facility,
ben_6_3788,Banigri,ben_4_41,,,health facility,
ben_6_3789,Banikane,ben_4_224,,,health facility,
ben_6_3790,Banikani,ben_4_430,,,health facility,
ben_6_3791,Banikani (Bogo-Bogo),ben_4_512,,,health facility,
ben_6_3792,Banikanni-Douwérou,ben_4_427,,,health facility,
ben_6_3793,Banikanni-ENI,ben_4_430,,,health facility,
ben_6_3794,Baparape,ben_4_430,,,health facility,
ben_6_3795,Banite I,ben_4_492,,,health facility,
ben_6_3796,Bankourou,ben_4_440,,,health facility,
ben_6_3797,Banon,ben_4_142,,,health facility,
ben_6_3798,Banon,ben_4_252,,,health facility,
ben_6_3799,Bantansoué,ben_4_519,,,health facility,
ben_6_3800,Banterou,ben_4_362,,,health facility,
ben_6_3801,Banézi,ben_4_295,,,health facility,
ben_6_3802,Baobab,ben_4_461,,,health facility,
ben_6_3803,Baodjo,ben_4_340,,,health facility,
ben_6_3804,Baoura2,ben_4_32,,,health facility,
ben_6_3805,Banite II,ben_4_492,,,health facility,
ben_6_3806,Dodji,ben_4_435,,,health facility,
ben_6_3807,Assrossa (Dame-Wogon),ben_4_242,,,health facility,
ben_6_3808,Dodji Aliho,ben_4_259,,,health facility,
ben_6_3809,Houndjohoundji,ben_4_490,,,health facility,
ben_6_3810,Houndjava,ben_4_7,,,health facility,
ben_6_3811,Houndekome,ben_4_392,,,health facility,
ben_6_3812,Houndadja,ben_4_259,,,health facility,
ben_6_3813,Houmbonagot,ben_4_341,,,health facility,
ben_6_3814,Houmbodjedje,ben_4_341,,,health facility,
ben_6_3815,Houkpokpoué,ben_4_163,,,health facility,
ben_6_3816,Houkanme,ben_4_358,,,health facility,
ben_6_3817,Houinvié,ben_4_412,,,health facility,
ben_6_3818,Houinta (Djregbe),ben_4_81,,,health facility,
ben_6_3819,Houinta (Avagbodji),ben_4_190,,,health facility,
ben_6_3820,Houinsa,ben_4_40,,,health facility,
ben_6_3821,Houinmè Gbèdjromèdé,ben_4_435,,,health facility,
ben_6_3822,Houinmè Ganto,ben_4_435,,,health facility,
ben_6_3823,Houinmè Djaguidi,ben_4_435,,,health facility,
ben_6_3824,Houinmè Chateau d'eau,ben_4_435,,,health facility,
ben_6_3825,Houinme,ben_4_493,,,health facility,
ben_6_3826,Houinlinhouin,ben_4_58,,,health facility,
ben_6_3827,Houinga Houegbe,ben_4_446,,,health facility,
ben_6_3828,Houndo,ben_4_319,,,health facility,
ben_6_3829,Houndo,ben_4_372,,,health facility,
ben_6_3830,Houndome-Aligo,ben_4_75,,,health facility,
ben_6_3831,Houndomey,ben_4_455,,,health facility,
ben_6_3832,Hounhoue,ben_4_71,,,health facility,
ben_6_3833,Hounhomey,ben_4_266,,,health facility,
ben_6_3834,Hounholi,ben_4_319,,,health facility,
ben_6_3835,Hounhagon,ben_4_50,,,health facility,
ben_6_3836,Hounguémè,ben_4_504,,,health facility,
ben_6_3837,Houngoudo,ben_4_58,,,health facility,
ben_6_3838,Houngon Djinon,ben_4_109,,,health facility,
ben_6_3839,Houngomè,ben_4_381,,,health facility,
ben_6_3840,Houngoh,ben_4_376,,,health facility,
ben_6_3841,Houinbatin,ben_4_274,,,health facility,
ben_6_3842,Houngo-Gove,ben_4_261,,,health facility,
ben_6_3843,Houngo (Avame),ben_4_169,,,health facility,
ben_6_3844,Houngo,ben_4_168,,,health facility,
ben_6_3845,Houngbame,ben_4_437,,,health facility,
ben_6_3846,Houngbagba,ben_4_296,,,health facility,
ben_6_3847,Houngbado,ben_4_151,,,health facility,
ben_6_3848,Houngba,ben_4_345,,,health facility,
ben_6_3849,Hounga Salahoue,ben_4_446,,,health facility,
ben_6_3850,Houndrome,ben_4_380,,,health facility,
ben_6_3851,Houndon,ben_4_374,,,health facility,
ben_6_3852,Houngo (Azohoue-Cada),ben_4_253,,,health facility,
ben_6_3853,Houin1,ben_4_369,,,health facility,
ben_6_3854,Houin Tokpa,ben_4_388,,,health facility,
ben_6_3855,Houin,ben_4_199,,,health facility,
ben_6_3856,Houehounta-Tozounkpa,ben_4_411,,,health facility,
ben_6_3857,Houehoun,ben_4_395,,,health facility,
ben_6_3858,Houegoudo Centre,ben_4_282,,,health facility,
ben_6_3859,Houegoudo,ben_4_58,,,health facility,
ben_6_3860,Houegnonkpa,ben_4_411,,,health facility,
ben_6_3861,Houegle,ben_4_284,,,health facility,
ben_6_3862,Houegle,ben_4_90,,,health facility,
ben_6_3863,Houegboaga,ben_4_517,,,health facility,
ben_6_3864,Houegbo Tohome,ben_4_353,,,health facility,
ben_6_3865,Houekegbo,ben_4_61,,,health facility,
ben_6_3866,Houegbo Hlinkomey,ben_4_434,,,health facility,
ben_6_3867,Houegbo (Takon),ben_4_209,,,health facility,
ben_6_3868,Houegbo (Adjarra II),ben_4_338,,,health facility,
ben_6_3869,Houegbo,ben_4_505,,,health facility,
ben_6_3870,Houeganmey,ben_4_146,,,health facility,
ben_6_3871,Houegangbe,ben_4_367,,,health facility,
ben_6_3872,Houegan Ii,ben_4_344,,,health facility,
ben_6_3873,Houegamey,ben_4_345,,,health facility,
ben_6_3874,Houega-Tokpa,ben_4_192,,,health facility,
ben_6_3875,Houega-Ague,ben_4_192,,,health facility,
ben_6_3876,Houegbo Gare,ben_4_353,,,health facility,
ben_6_3877,Hounhoue,ben_4_152,,,health facility,
ben_6_3878,Houekehonou,ben_4_61,,,health facility,
ben_6_3879,Houekplawa,ben_4_98,,,health facility,
ben_6_3880,Houezounme-Kpevi,ben_4_452,,,health facility,
ben_6_3881,Houezoume,ben_4_434,,,health facility,
ben_6_3882,Houeze,ben_4_75,,,health facility,
ben_6_3883,Houeze,ben_4_245,,,health facility,
ben_6_3884,Houeyogbe Gbedji,ben_4_428,,,health facility,
ben_6_3885,Houeyogbe,ben_4_183,,,health facility,
ben_6_3886,Houeyiho Ii,ben_4_423,,,health facility,
ben_6_3887,Houeyiho I,ben_4_423,,,health facility,
ben_6_3888,Houeyiho,ben_4_101,,,health facility,
ben_6_3889,"Houekpa,Kpota",ben_4_307,,,health facility,
ben_6_3890,Houeton Gbeffadji,ben_4_154,,,health facility,
ben_6_3891,Houeto,ben_4_192,,,health facility,
ben_6_3892,Houetan Touvou,ben_4_437,,,health facility,
ben_6_3893,Houetan,ben_4_437,,,health facility,
ben_6_3894,Houeta,ben_4_335,,,health facility,
ben_6_3895,Houenoussou (8Ème Arrondissement),ben_4_395,,,health facility,
ben_6_3896,Houenoussou (13Ème Arrondissement),ben_4_425,,,health facility,
ben_6_3897,Houeligaba,ben_4_436,,,health facility,
ben_6_3898,Houeli (Sehoun),ben_4_235,,,health facility,
ben_6_3899,Houeli (Djomon),ben_4_168,,,health facility,
ben_6_3900,Houeton,ben_4_101,,,health facility,
ben_6_3901,Houedomey,ben_4_354,,,health facility,
ben_6_3902,Hounhoueko,ben_4_337,,,health facility,
ben_6_3903,Hounkanmede,ben_4_7,,,health facility,
ben_6_3904,Idadjo,ben_4_119,,,health facility,
ben_6_3905,Idadje,ben_4_334,,,health facility,
ben_6_3906,Ichougbo,ben_4_525,,,health facility,
ben_6_3907,Iboto,ben_4_59,,,health facility,
ben_6_3908,Ibiyemi,ben_4_503,,,health facility,
ben_6_3909,Ibate,ben_4_64,,,health facility,
ben_6_3910,Ibadja Sodji,ben_4_76,,,health facility,
ben_6_3911,Hôtel de ville,ben_4_310,,,health facility,
ben_6_3912,Hêssavi-Comè,ben_4_258,,,health facility,
ben_6_3913,Hêni,ben_4_143,,,health facility,
ben_6_3914,Hêlita,ben_4_308,,,health facility,
ben_6_3915,Hêgoh,ben_4_376,,,health facility,
ben_6_3916,Hélouto,ben_4_96,,,health facility,
ben_6_3917,Hécondji,ben_4_446,,,health facility,
ben_6_3918,Hèvié Centre,ben_4_493,,,health facility,
ben_6_3919,Hèkanmè,ben_4_303,,,health facility,
ben_6_3920,Hègo,ben_4_208,,,health facility,
ben_6_3921,Hèdomè,ben_4_96,,,health facility,
ben_6_3922,Hundossou,ben_4_58,,,health facility,
ben_6_3923,Idaho,ben_4_291,,,health facility,
ben_6_3924,Idenan,ben_4_334,,,health facility,
ben_6_3925,Idi Ekpé,ben_4_328,,,health facility,
ben_6_3926,Idi-Oro,ben_4_22,,,health facility,
ben_6_3927,Igbo Ede,ben_4_108,,,health facility,
ben_6_3928,Igbo Ede,ben_4_108,,,health facility,
ben_6_3929,Igbo Akpa,ben_4_197,,,health facility,
ben_6_3930,Igbo Aide,ben_4_328,,,health facility,
ben_6_3931,Igbidi,ben_4_22,,,health facility,
ben_6_3932,Igberi,ben_4_125,,,health facility,
ben_6_3933,Igbere,ben_4_365,,,health facility,
ben_6_3934,Igba (Gbahouété),ben_4_436,,,health facility,
ben_6_3935,Igba,ben_4_450,,,health facility,
ben_6_3936,Hozin,ben_4_318,,,health facility,
ben_6_3937,Igana,ben_4_339,,,health facility,
ben_6_3938,Iga,ben_4_64,,,health facility,
ben_6_3939,Ifangni,ben_4_340,,,health facility,
ben_6_3940,Ifada-Zounguè,ben_4_300,,,health facility,
ben_6_3941,Idogan,ben_4_205,,,health facility,
ben_6_3942,Idjou,ben_4_138,,,health facility,
ben_6_3943,Idjou,ben_4_200,,,health facility,
ben_6_3944,Idjigboro,ben_4_76,,,health facility,
ben_6_3945,Idjabo,ben_4_334,,,health facility,
ben_6_3946,Idignycentre,ben_4_343,,,health facility,
ben_6_3947,Igadougou,ben_4_158,,,health facility,
ben_6_3948,Hovidokpo,ben_4_214,,,health facility,
ben_6_3949,Houétihoué,ben_4_277,,,health facility,
ben_6_3950,Houénoussou,ben_4_353,,,health facility,
ben_6_3951,Hounsouko,ben_4_435,,,health facility,
ben_6_3952,Hounsinvie,ben_4_337,,,health facility,
ben_6_3953,Hounsagoudo,ben_4_531,,,health facility,
ben_6_3954,Hounsa –agbodokpa,ben_4_96,,,health facility,
ben_6_3955,Hounsa Assiogbossa,ben_4_364,,,health facility,
ben_6_3956,Hounsa,ben_4_380,,,health facility,
ben_6_3957,Hounsa,ben_4_435,,,health facility,
ben_6_3958,Hounoukon,ben_4_58,,,health facility,
ben_6_3959,Hounnouvie,ben_4_194,,,health facility,
ben_6_3960,Hountakon,ben_4_82,,,health facility,
ben_6_3961,Hounnoume,ben_4_213,,,health facility,
ben_6_3962,Hounme,ben_4_197,,,health facility,
ben_6_3963,Hounliko,ben_4_531,,,health facility,
ben_6_3964,Hounli (Hounli),ben_4_114,,,health facility,
ben_6_3965,Hounli (Gome-Sota),ben_4_521,,,health facility,
ben_6_3966,Hounkpon,ben_4_284,,,health facility,
ben_6_3967,Hounkpogon,ben_4_8,,,health facility,
ben_6_3968,Hounkpa,ben_4_111,,,health facility,
ben_6_3969,Hounkounnou,ben_4_124,,,health facility,
ben_6_3970,Hounkemey,ben_4_513,,,health facility,
ben_6_3971,Hounnougbo,ben_4_277,,,health facility,
ben_6_3972,Hounkanlin Houessou,ben_4_261,,,health facility,
ben_6_3973,Hounto,ben_4_36,,,health facility,
ben_6_3974,Hountondji,ben_4_117,,,health facility,
ben_6_3975,Houéhounta,ben_4_303,,,health facility,
ben_6_3976,Houégoudo,ben_4_373,,,health facility,
ben_6_3977,Houégoudo,ben_4_312,,,health facility,
ben_6_3978,Houégbo-Do,ben_4_517,,,health facility,
ben_6_3979,Houédota-Djoko,ben_4_303,,,health facility,
ben_6_3980,Houédota,ben_4_303,,,health facility,
ben_6_3981,Houédazounkpa,ben_4_377,,,health facility,
ben_6_3982,Houssoukoue,ben_4_490,,,health facility,
ben_6_3983,Houssa,ben_4_171,,,health facility,
ben_6_3984,Hounton,ben_4_154,,,health facility,
ben_6_3985,Hounzèvié,ben_4_493,,,health facility,
ben_6_3986,Hounyèva,ben_4_493,,,health facility,
ben_6_3987,Hounvè,ben_4_376,,,health facility,
ben_6_3988,Hounviguèli,ben_4_319,,,health facility,
ben_6_3989,Hounvigue,ben_4_386,,,health facility,
ben_6_3990,Hounviatouin,ben_4_505,,,health facility,
ben_6_3991,Hounvi Atchago,ben_4_193,,,health facility,
ben_6_3992,Hounvi,ben_4_102,,,health facility,
ben_6_3993,Hounvi,ben_4_321,,,health facility,
ben_6_3994,Hounve,ben_4_337,,,health facility,
ben_6_3995,Hounyêmè,ben_4_308,,,health facility,
ben_6_3996,Houedogli (Houedogli),ben_4_367,,,health facility,
ben_6_3997,Houedo-Wo,ben_4_40,,,health facility,
ben_6_3998,Houedo-Ague,ben_4_40,,,health facility,
ben_6_3999,Hangnan,ben_4_111,,,health facility,
ben_6_4000,Hangbannou,ben_4_104,,,health facility,
ben_6_4001,Hangar,ben_4_251,,,health facility,
ben_6_4002,Hanafin,ben_4_136,,,health facility,
ben_6_4003,Hamlangnin,ben_4_231,,,health facility,
ben_6_4004,Hakouè,ben_4_124,,,health facility,
ben_6_4005,Hakandji,ben_4_231,,,health facility,
ben_6_4006,Hai,ben_4_352,,,health facility,
ben_6_4007,Hahame,ben_4_508,,,health facility,
ben_6_4008,Hahame,ben_4_447,,,health facility,
ben_6_4009,Hagnonhoue,ben_4_140,,,health facility,
ben_6_4010,Hagbladou,ben_4_35,,,health facility,
ben_6_4011,Hadjanaho,ben_4_479,,,health facility,
ben_6_4012,Hadagon,ben_4_60,,,health facility,
ben_6_4013,Habadagon,ben_4_536,,,health facility,
ben_6_4014,Gyneco-Obstétrique,ben_4_434,,,health facility,
ben_6_4015,Guézin Zinkpanou,ben_4_355,,,health facility,
ben_6_4016,Guézin Gbadou,ben_4_355,,,health facility,
ben_6_4017,Guézin Donhuinou,ben_4_355,,,health facility,
ben_6_4018,Hangnanme,ben_4_376,,,health facility,
ben_6_4019,Hannagbo,ben_4_240,,,health facility,
ben_6_4020,Hantagari,ben_4_529,,,health facility,
ben_6_4021,Hantèkou,ben_4_206,,,health facility,
ben_6_4022,Hessa,ben_4_136,,,health facility,
ben_6_4023,Hellou,ben_4_29,,,health facility,
ben_6_4024,Helli,ben_4_130,,,health facility,
ben_6_4025,Hekpe,ben_4_304,,,health facility,
ben_6_4026,Hekindji I,ben_4_296,,,health facility,
ben_6_4027,Hekandji II,ben_4_296,,,health facility,
ben_6_4028,Hehoun,ben_4_113,,,health facility,
ben_6_4029,Hehoukpa,ben_4_216,,,health facility,
ben_6_4030,Hedouli,ben_4_8,,,health facility,
ben_6_4031,Guézin Ahouandjigo,ben_4_355,,,health facility,
ben_6_4032,Hedjannansoun,ben_4_259,,,health facility,
ben_6_4033,Hedjame,ben_4_301,,,health facility,
ben_6_4034,Heboumey,ben_4_480,,,health facility,
ben_6_4035,He-Hounly,ben_4_172,,,health facility,
ben_6_4036,Hayakpa,ben_4_249,,,health facility,
ben_6_4037,Haya,ben_4_300,,,health facility,
ben_6_4038,Havou,ben_4_437,,,health facility,
ben_6_4039,Havikpa,ben_4_377,,,health facility,
ben_6_4040,Hasséou,ben_4_8,,,health facility,
ben_6_4041,Hassou Ague,ben_4_434,,,health facility,
ben_6_4042,Hedjanawa,ben_4_437,,,health facility,
ben_6_4043,Guévié Djèganto,ben_4_431,,,health facility,
